Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chelminska-Bertilsson, M., Allenmark, S., Edebo, L.","6505994920; 7006273866; 7005130171","Butyrylcholinesterase activity towards long-chain alkanoylcholines: kinetics and mechanism",1993,"Biochimica et Biophysica Acta (BBA)/Protein Structure and Molecular",1202,"1",,56,60,,11,10.1016/0167-4838(93)90062-V,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027327026&partnerID=40&md5=ed56f3e0addb0a67c6a27a8ea53ffdbc",Article,Final,,Scopus,2-s2.0-0027327026
"Hendji, A.M.N., Jaffrezic-Renault, N., Martelet, C., Clechet, P., Shlu'ga, A.A., Strikha, V.I., Netchiporuk, L.I., Soldatkin, A.P., Wlodarski, W.B.","8220980300; 55174411100; 24570363700; 7003817579; 8877462600; 7004567931; 6504589424; 7006124848; 7006793847","Sensitive detection of pesticides using a differential ISFET-based system with immobilized cholinesterases",1993,"Analytica Chimica Acta",281,"1",,3,11,,87,10.1016/0003-2670(93)85333-F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027321140&partnerID=40&md5=589640be4b5a723436f2414e9f51dceb",Article,Final,,Scopus,2-s2.0-0027321140
"Malatová, Z., Maršala, J.","56360269000; 56253650700","Cholinergic enzymes in spinal cord infarction - Biochemical and histochemical changes",1993,"Molecular and Chemical Neuropathology",19,"3",,283,296,,6,10.1007/BF03160006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027257971&partnerID=40&md5=37722f0069b2a9425ac76a153e2be1f7",Article,Final,,Scopus,2-s2.0-0027257971
"Layer, P.G., Weikert, T., Alber, R.","7102848822; 6506434307; 6602908700","Cholinesterases regulate neurite growth of chick nerve cells in vitro by means of a non-enzymatic mechanism",1993,"Cell &amp; Tissue Research",273,"2",,219,226,,197,10.1007/BF00312823,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027198071&partnerID=40&md5=2f7fc677e53df88e566c7040f5faece6",Article,Final,,Scopus,2-s2.0-0027198071
"Richardson, R.J., Moore, T.B., Kayyali, U.S., Randall, J.C.","35519059400; 7403336010; 6602673231; 7201864937","Chlorpyrifos: Assessment of potential for delayed neurotoxicity by repeated dosing in adult hens with monitoring of brain acetylcholinesterase, brain and lymphocyte neurotoxic esterase, and plasma butyrylcholinesterase activities",1993,"Toxicological Sciences",21,"1",,89,96,,50,10.1093/toxsci/21.1.89,"https://www.scopus.com/inward/record.url?eid=2-s2.0-77957185312&partnerID=40&md5=f897129acdd16990df3d35cb356f08ef",Article,Final,,Scopus,2-s2.0-77957185312
"Morán, M.A., Mufson, E.J., Gómez-Ramos, P.","7403143403; 7006728726; 6603942011","Colocalization of cholinesterases with β amyloid protein in aged and Alzheimer's brains",1993,"Acta Neuropathologica",85,"4",,362,369,,163,10.1007/BF00334445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027514286&partnerID=40&md5=9779be74d4b736972f06e7fe716d1a26",Article,Final,,Scopus,2-s2.0-0027514286
"Raveh, L., Grunwald, J., Marcus, D., Papier, Y., Cohen, E., Ashani, Y.","6603833956; 7006309205; 7201798291; 9436475100; 56223571500; 7004708228","Human butyrylcholinesterase as a general prophylactic antidote for nerve agent toxicity. In vitro and in vivo quantitative characterization",1993,"Biochemical Pharmacology",45,"12",,2465,2474,,162,10.1016/0006-2952(93)90228-O,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027241301&partnerID=40&md5=a4e2e5d7bd7e6ddc1aeffe12ee9c6df7",Article,Final,,Scopus,2-s2.0-0027241301
"de Serres, M., Sherman, D., Chestnut, W., Merrill, B.M., Viveros, O.H., Diliberto Jr., E.J.","57204225425; 57197199038; 6602344059; 7005943574; 7003334097; 7003708827","Proteolysis at the secretase and amyloidogenic cleavage sites of the β-amyloid precursor protein by acetylcholinesterase and butyrylcholinesterase using model peptide substrates",1993,"Cellular and Molecular Neurobiology",13,"3",,279,287,,8,10.1007/BF00733756,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027488508&partnerID=40&md5=3ba1f5415db2a92ae54083458d5bccc1",Article,Final,,Scopus,2-s2.0-0027488508
"Khattab, A.D., Walker, C.H., Mackness, M.I., Saphier, P.W.","7006269941; 7402887629; 7006193011; 6602155554","Purification and immunological characterization of pigeon serum butyrylcholinesterase. Implications on environmental monitoring and toxicological testing of birds",1993,"Biochemical Pharmacology",45,"5",,991,998,,7,10.1016/0006-2952(93)90241-N,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027532246&partnerID=40&md5=97ff22bc17c94052a8bf9eb7831ac154",Article,Final,,Scopus,2-s2.0-0027532246
"Tornel, P.L., Campoy, F.J., Vidal, C.J.","6602477008; 6604031144; 55430198000","Cholinesterases in cerebrospinal fluid in patients with meningitis and hydrocephaly",1993,"Clinica Chimica Acta",214,"2",,219,225,,12,10.1016/0009-8981(93)90113-I,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027483529&partnerID=40&md5=c6cc4c0991a46718e71281ef67b62b06",Article,Final,,Scopus,2-s2.0-0027483529
"Rao, R.V., Balasubramanian, A.S.","57198675963; 7005124952","The peptidase activity of human serum butyrylcholinesterase: Studies using monoclonal antibodies and characterization of the peptidase",1993,"Journal of Protein Chemistry",12,"1",,103,110,,15,10.1007/BF01024921,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027398801&partnerID=40&md5=dbc92525400478b5a74f79c4311597ce",Article,Final,,Scopus,2-s2.0-0027398801
"Ivanov, I.I., Sokolov, V.B., Epishina, T.A., Martynov, I.V.","57197556793; 13906246600; 6508388429; 57200217931","Paradoxical toxic effect and antagonism of O-(N-arylcarbamoylated) acylhydroxymoylchloride cholinesterase inhibitors with calcium | Paradoksal'nyǐ toksicheskiǐ éffekt i antagonizm s kal'tsiem ingibitorov kholinésteraz O-(N-arilkarbamoilirovannykh) atsilgidroksimoilkhloridov.",1993,"Doklady Akademii nauk / [Rossiiskaia akademii nauk]",328,"6",,744,746,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027549017&partnerID=40&md5=8e31464d41e6aa1134de3245c2b5b68a",Article,Final,,Scopus,2-s2.0-0027549017
"Wright, C.I., Geula, C., Mesulam, M.-M.","57197137060; 7006104318; 24551527300","Protease inhibitors and indoleamines selectively inhibit cholinesterases in the histopathologic structures of Alzheimer disease",1993,"Proceedings of the National Academy of Sciences of the United States of America",90,"2",,683,686,,68,10.1073/pnas.90.2.683,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027475810&partnerID=40&md5=9e1ff77806cef1b12ea3780852ae931a",Article,Final,Open Access,Scopus,2-s2.0-0027475810
"Kaltner, H., Andrae, S., Wittmann, J.","55254826800; 8916762600; 7005874570","Activity of cholinesterases in the japanese quail embryo. Effects of dichlorphos on the embryonic development",1993,"Biochemical Pharmacology",45,"1",,87,92,,4,10.1016/0006-2952(93)90380-F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027389326&partnerID=40&md5=e4af2a6dd8e6153c42039f25410711c0",Article,Final,,Scopus,2-s2.0-0027389326
"Abbott, C.A., MacKness, M.I., Kumar, S., Olukoga, A.O., Gordon, C., Arrol, S., Bhatnagar, D., Boulton, A.J.M., Durrington, P.N.","7102454304; 7006193011; 35496152000; 7003612099; 57197895687; 6603749367; 7102930213; 7202295225; 7101726771","Relationship between serum butyrylcholinesterase activity, hypertriglyceridaemia and insulin sensitivity in diabetes mellitus",1993,"Clinical Science",85,"1",,77,81,,76,10.1042/cs0850077,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027291572&partnerID=40&md5=3f6b5aefc7a4e7597bb12fdeb8951d72",Article,Final,,Scopus,2-s2.0-0027291572
"Krupnik, E., Paterson, J.A.","6505913515; 7202532496","Butyrylcholinesterase activity in the developing auditory brainstem, the choroid plexus and the pituitary of the perinatal rat",1993,"International Journal of Developmental Neuroscience",11,"6",,731,738,,2,10.1016/0736-5748(93)90062-I,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027749406&partnerID=40&md5=4f68bc2a47bf7e2a0dba50db5ae25642",Article,Final,,Scopus,2-s2.0-0027749406
"Van Lith, H.A., Beynen, A.C.","7003499204; 55941688100","Dietary cholesterol lowers the activity of butyrylcholinesterase {EC 3.1.1.8), but elevates that of esterase-1 {EC 3.1.1.1) in plasma of rats",1993,"British Journal of Nutrition",70,"3",,721,726,,11,10.1079/BJN19930167,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027765636&partnerID=40&md5=bd127103190e202af75bfa651f3c697f",Article,Final,Open Access,Scopus,2-s2.0-0027765636
"Branders, R., Raveh, L., Grunwald, J., Cohen, E., Ashani, Y.","10642215400; 6603833956; 7006309205; 56223571500; 7004708228","Prevention of soman-induced cognitive deficits by pretreatment with human butyrylcholinesterase in rats",1993,"Pharmacology, Biochemistry and Behavior",46,"4",,889,896,,64,10.1016/0091-3057(93)90218-I,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027427279&partnerID=40&md5=32f86387907b3bdcab8251887f1c60c2",Article,Final,,Scopus,2-s2.0-0027427279
"Radić, Z., Pickering, N.A., Vellom, D.C., Camp, S., Taylor, P.","7003702451; 7003545698; 57200747886; 7005477733; 7404775719","Three Distinct Domains in the Cholinesterase Molecule Confer Selectivity for Acetyl- and Butyrylcholinesterase Inhibitors",1993,"Biochemistry",32,"45",,12074,12084,,395,10.1021/bi00096a018,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027517144&partnerID=40&md5=83474834ab3b44ab8449fd04b5c66fac",Article,Final,,Scopus,2-s2.0-0027517144
"Vellom, D.C., Radić, Z., Li, Y., Pickering, N.A., Camp, S., Taylor, P.","57200747886; 7003702451; 57190068627; 7003545698; 7005477733; 7404775719","Amino Acid Residues Controlling Acetylcholinesterase and Butyrylcholinesterase Specificity",1993,"Biochemistry",32,"1",,12,17,,247,10.1021/bi00052a003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027459560&partnerID=40&md5=0b67a8d4b6de67e1b44c19aa1b0c8395",Article,Final,,Scopus,2-s2.0-0027459560
"Bharaj, B.S., Asemota, H.N.","6603935655; 6602072662","Liver and serum butyrylcholinesterase activity in scorbutic guinea pigs",1993,"The Journal of Nutritional Biochemistry",4,"2",,77,79,,1,10.1016/0955-2863(93)90003-F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-43949171657&partnerID=40&md5=9a0974b4dfdc32b825db7e2c1b6b1c6c",Article,Final,,Scopus,2-s2.0-43949171657
"Masson, P., Adkins, S., Gouet, P., Lockridge, O.","7201603992; 36840986000; 7006261857; 7004812194","Recombinant human butyrylcholinesterase G390V, the fluoride-2 variant, expressed in Chinese hamster ovary cells, is a low affinity variant",1993,"Journal of Biological Chemistry",268,"19",,14329,14341,,45,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027273738&partnerID=40&md5=2d4eca43719e24653f9767a7e5929808",Article,Final,,Scopus,2-s2.0-0027273738
"Norel, X., Angrisani, M., Labat, C., Gorenne, I., Dulmet, E., Rossi, F., Brink, C.","7004105096; 6701765273; 56664168800; 6701822162; 7003728142; 7401756603; 57204887859","Degradation of acetylcholine in human airways: role of butyrylcholinesterase",1993,"British Journal of Pharmacology",108,"4",,914,919,,51,10.1111/j.1476-5381.1993.tb13486.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027481817&partnerID=40&md5=ab581b8fa76b9bffd50ff5c4150ece45",Article,Final,,Scopus,2-s2.0-0027481817
"Ferrand, R., Sine, J.P., Colas, B.","7003836040; 6603340188; 7005991970","Butyrylcholinesterase from intestinal epithelial cells of quail, chick and duck: A comparative study during development",1993,"Comparative Biochemistry and Physiology -- Part B: Biochemistry and",105,"3-4",,567,572,,3,10.1016/0305-0491(93)90089-N,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027196831&partnerID=40&md5=4e9d4181795d47b54d5ea6bd1a81260f",Article,Final,,Scopus,2-s2.0-0027196831
"Sáez‐Valero, J., Tornel, P.L., Muñoz‐Delgado, E., Vidal, C.J.","6603788896; 6602477008; 6603726715; 55430198000","Amphiphilic and hydrophilic forms of acetyl‐ and butyrylcholinesterase in human brain",1993,"Journal of Neuroscience Research",35,"6",,678,689,,48,10.1002/jnr.490350610,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027168905&partnerID=40&md5=9f4e4075bf4ebb26cce456cafdccdd7c",Article,Final,,Scopus,2-s2.0-0027168905
"Loewenstein, Y., Gnatt, A., Neville, L.F., Soreq, H.","6701884611; 6701496421; 35876270200; 35464534500","Chimeric human cholinesterase: Identification of interaction sites responsible for recognition of acetyl- or butyrylcholinesterase-specific ligands",1993,"Journal of Molecular Biology",234,"2",,289,296,,15,10.1006/jmbi.1993.1584,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027364922&partnerID=40&md5=37388fdc1effac3244c205ca68cc844c",Editorial,Final,,Scopus,2-s2.0-0027364922
"Çokuǧraş, A.N., Tezcan, E.F.","6603002104; 57202771141","Inhibition kinetics of brain butyrylcholinesterase by Cd<sup>2+</sup> and Zn<sup>2+</sup>, Ca<sup>2+</sup> or Mg<sup>2+</sup> reactivates the inhibited enzyme",1993,"International Journal of Biochemistry",25,"8",,1115,1120,,24,10.1016/0020-711X(93)90589-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027301810&partnerID=40&md5=edcfb25322cd4047a2d660b2b966106b",Article,Final,,Scopus,2-s2.0-0027301810
"Grigorjeva, G.M., Konitcheva, N.V.","6508227158; 6503940190","Butyrylcholinesterase in the visual ganglia of the squid todarodes sagittatus I. (cephalopoda). isolation, molecular forms, interaction with substrates and inhibitors",1993,"Comparative Biochemistry and Physiology. Part C, Comparative",105,"1",,127,140,,4,10.1016/0742-8413(93)90068-V,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027322623&partnerID=40&md5=0cf8f5c7c7f142fa118f2e7b69a819f3",Article,Final,,Scopus,2-s2.0-0027322623
"Massoulié, J., Sussman, J., Bon, S., Silman, I.","7005075568; 7102888560; 7006135650; 7006335104","Structure and functions of acetylcholinesterase and butyrylcholinesterase",1993,"Progress in Brain Research",98,"C",,139,146,,116,10.1016/S0079-6123(08)62391-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027515387&partnerID=40&md5=97ac5fb30008659646ce83778481347e",Article,Final,,Scopus,2-s2.0-0027515387
"Balasubramanian, A.S., Bhanumathy, C.D.","7005124952; 57199610779","Noncholinergic functions of cholinesterases",1993,"FASEB Journal",7,"14",,1354,1358,,72,10.1096/fasebj.7.14.8224608,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027435432&partnerID=40&md5=0690e91fc0c2a8b4f19343f6353db1a5",Review,Final,,Scopus,2-s2.0-0027435432
"Loewenstein, Y., Gnatt, A., Neville, L.F., Zakut, H., Soreq, H.","6701884611; 6701496421; 35876270200; 7005239775; 35464534500","Structure-function relationship studies in human cholinesterases reveal genomic origins for individual variations in cholinergic drug responses",1993,"Progress in Neuropsychopharmacology and Biological Psychiatry",17,"6",,905,926,,2,10.1016/0278-5846(93)90019-O,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027375210&partnerID=40&md5=a471e166730a2187810f686fb2208545",Article,Final,,Scopus,2-s2.0-0027375210
"Catalán, R.E., Martínez, A.M., Aragonés, M.D., Miguel, B.G., Hernández, F., Cruz, E.","7006455539; 56408930700; 7003637620; 7004041420; 7202801197; 57214491232","Tetrahydroaminoacridine affects the cholinergic function of blood-brain barrier",1993,"Life Sciences",53,"14",,1165,1172,,3,10.1016/0024-3205(93)90553-F,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027323717&partnerID=40&md5=749c5e8aac186eebdfa09ef9fe628a82",Article,Final,,Scopus,2-s2.0-0027323717
"Håkansson, L.","57217598511","Mechanism of action of cholinesterase inhibitors in Alzheimer's disease",1993,"Acta Neurologica Scandinavica",88,"149 S",,7,9,,29,10.1111/j.1600-0404.1993.tb04245.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027725881&partnerID=40&md5=654acd600235126698b8f06a0a355834",Article,Final,,Scopus,2-s2.0-0027725881
"Gard, N.W., Hooper, M.J.","6506599164; 24284129400","Age-dependent changes in plasma and brain cholinesterase activities of eastern bluebirds and European starlings.",1993,"Journal of wildlife diseases",29,"1",,1,7,,61,10.7589/0090-3558-29.1.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027350892&partnerID=40&md5=566735274540272024fc7c9229610d0f",Article,Final,Open Access,Scopus,2-s2.0-0027350892
"Laine-Cessac, P., Turcant, A., Premel-Cabic, A., Boyer, J., Allain, P.","6701534617; 7003603413; 7003795423; 57215683992; 7102795767","Inhibition of cholinesterases by histamine 2 receptor antagonist drugs",1993,"Research Communications in Chemical Pathology and Pharmacology",79,"2",,185,193,,19,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027471294&partnerID=40&md5=0811218563ab489a5e8c68857c839218",Article,Final,,Scopus,2-s2.0-0027471294
"Gentry, M.K., Saxena, A., Ashani, Y., Doctor, B.P.","7005724850; 7401482452; 7004708228; 7006772945","Immunochemical characterization of anti-acetylcholinesterase inhibitory monoclonal antibodies",1993,"Chemico-Biological Interactions",87,"1-3",,227,231,,7,10.1016/0009-2797(93)90046-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027163586&partnerID=40&md5=81306b5ed9d9958d70cb00cff7a8a1b0",Article,Final,,Scopus,2-s2.0-0027163586
"WRIGHT, C.I., GEULA, C., MESULAM, M.‐M.","57197137060; 7006104318; 24551527300","Protease Inhibitors and Indolamines Selectively Inhibit Cholinesterases in the Histopathologic Structures of Alzheimer's Disease",1993,"Annals of the New York Academy of Sciences",695,"1",,65,68,,18,10.1111/j.1749-6632.1993.tb23029.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0027381376&partnerID=40&md5=176e29c279abcba729df6a75744375cb",Article,Final,,Scopus,2-s2.0-0027381376
"Clery, C., Goossens, K., Hui Bon Hoa, G., Heremans, K., Balny, C., Masson, P.","6602869583; 7003523577; 57222519254; 55728880700; 7006834835; 7201603992","Pressure - Induced Structural Modifications of Butyrylcholinesterase",1993,"Studies in Organic Chemistry",47,"C",,255,260,,4,10.1016/B978-0-444-89372-7.50033-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85023376102&partnerID=40&md5=725ae6ec6766fad8218022c28b0bbb39",Book Chapter,Final,,Scopus,2-s2.0-85023376102
"Yawetz, A., Zook‐Rimon, Z., Dotan, A.","6603754286; 6504616184; 36861403200","Cholinesterase profiles in two species of wild birds exposed to insecticide sprays in their natural habitat",1993,"Archives of Insect Biochemistry and Physiology",22,"3-4",,501,509,,5,10.1002/arch.940220315,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84990425313&partnerID=40&md5=1705d050c7163b9c420459ab6ca4c647",Article,Final,,Scopus,2-s2.0-84990425313
